證期會代碼,公司簡稱,分類代碼,分類名稱
075395,群益j6,0999,認購權證
075396,群益j7,0999,認購權證
075397,群益j8,0999,認購權證
075398,群益j9,0999,認購權證
075399,群益k1,0999,認購權證
075400,群益k2,0999,認購權證
075401,群益k3,0999,認購權證
075402,群益k4,0999,認購權證
075403,群益k5,0999,認購權證
075404,群益k6,0999,認購權證
075405,群益k7,0999,認購權證
075406,82第一,0999,認購權證
075407,83第一,0999,認購權證
075408,84第一,0999,認購權證
075409,85第一,0999,認購權證
075410,86第一,0999,認購權證
075411,統一n7,0999,認購權證
075412,惺邦hr,0999,認購權證
075413,惺邦hs,0999,認購權證
075414,惺邦ht,0999,認購權證
075415,惺邦hu,0999,認購權證
075416,惺邦hv,0999,認購權證
075417,惺邦hw,0999,認購權證
075418,惺邦hx,0999,認購權證
075419,惺邦hy,0999,認購權證
075420,惺邦hz,0999,認購權證
075421,惺邦ja,0999,認購權證
075422,惺邦jb,0999,認購權證
075423,惺邦jc,0999,認購權證
075424,惺邦jd,0999,認購權證
075425,惺邦je,0999,認購權證
075426,玉山1h,0999,認購權證
075427,凱基an,0999,認購權證
075428,凱基ap,0999,認購權證
075429,凱基aq,0999,認購權證
075430,凱基ar,0999,認購權證
075431,凱基as,0999,認購權證
075432,凱基au,0999,認購權證
075433,國票f8,0999,認購權證
075434,國票f9,0999,認購權證
075435,mc永豐,0999,認購權證
075436,md永豐,0999,認購權證
075437,me永豐,0999,認購權證
075438,mf永豐,0999,認購權證
075439,mg永豐,0999,認購權證
075440,mh永豐,0999,認購權證
075441,mi永豐,0999,認購權證
075442,mj永豐,0999,認購權證
075443,mk永豐,0999,認購權證
075444,ml永豐,0999,認購權證
075445,mm永豐,0999,認購權證
075446,日盛8j,0999,認購權證
075447,日盛8k,0999,認購權證
075448,日盛8l,0999,認購權證
075449,兆豐g1,0999,認購權證
075450,兆豐g2,0999,認購權證
075451,兆豐g3,0999,認購權證
075452,兆豐g4,0999,認購權證
075453,元大f8,0999,認購權證
075454,元大f9,0999,認購權證
075455,元大g1,0999,認購權證
075456,元大g2,0999,認購權證
075457,元大g3,0999,認購權證
075458,元大g4,0999,認購權證
075459,元大g5,0999,認購權證
075460,元大g6,0999,認購權證
075461,元大g7,0999,認購權證
075462,元大g8,0999,認購權證
075463,元大g9,0999,認購權證
075464,元大h1,0999,認購權證
075465,元大h2,0999,認購權證
075466,元大h3,0999,認購權證
075467,元大h4,0999,認購權證
075468,元大h5,0999,認購權證
075469,元大h6,0999,認購權證
075470,元大h7,0999,認購權證
075471,元大h8,0999,認購權證
075472,元大h9,0999,認購權證
075473,元大i1,0999,認購權證
075474,元大i2,0999,認購權證
075475,元大i3,0999,認購權證
075476,國泰76,0999,認購權證
075477,國泰77,0999,認購權證
075478,群益l1,0999,認購權證
075479,群益l2,0999,認購權證
075480,群益l3,0999,認購權證
075481,群益l4,0999,認購權證
075482,群益l5,0999,認購權證
075483,群益l6,0999,認購權證
075484,群益l7,0999,認購權證
075485,群益l8,0999,認購權證
075486,群益l9,0999,認購權證
075487,群益m1,0999,認購權證
075488,群益m2,0999,認購權證
075489,群益m3,0999,認購權證
075490,惺邦jh,0999,認購權證
075491,惺邦jj,0999,認購權證
075492,惺邦jk,0999,認購權證
075493,惺邦jl,0999,認購權證
075494,惺邦jm,0999,認購權證
075495,惺邦jn,0999,認購權證
075496,ky中則,0999,認購權證
075497,kz中則,0999,認購權證
075498,la中則,0999,認購權證
075499,lb中則,0999,認購權證
075500,le亞沽,0999,認購權證
075501,凱基av,0999,認購權證
075502,凱基aw,0999,認購權證
075503,凱基ax,0999,認購權證
075504,凱基ay,0999,認購權證
075505,凱基az,0999,認購權證
075506,凱基ba,0999,認購權證
075507,凱基bb,0999,認購權證
075508,凱基bc,0999,認購權證
075509,凱基bd,0999,認購權證
075510,康姓ci,0999,認購權證
075511,康姓cj,0999,認購權證
075512,mn永豐,0999,認購權證
075513,mp永豐,0999,認購權證
075514,mq永豐,0999,認購權證
075515,mr永豐,0999,認購權證
075516,ms永豐,0999,認購權證
075517,mt永豐,0999,認購權證
075518,mu永豐,0999,認購權證
075519,mv永豐,0999,認購權證
075520,mw永豐,0999,認購權證
075521,mx永豐,0999,認購權證
075522,群益m5,0999,認購權證
075523,群益m6,0999,認購權證
075524,群益m7,0999,認購權證
075525,群益m8,0999,認購權證
075526,群益m9,0999,認購權證
075527,群益n1,0999,認購權證
075528,群益n2,0999,認購權證
075529,群益n3,0999,認購權證
075530,群益n4,0999,認購權證
075531,群益n6,0999,認購權證
075532,群益n7,0999,認購權證
075533,a1群益,0999,認購權證
075534,日盛8m,0999,認購權證
075535,日盛8n,0999,認購權證
075536,惺邦js,0999,認購權證
075537,惺邦jt,0999,認購權證
075538,惺邦ju,0999,認購權證
075539,惺邦jv,0999,認購權證
075540,惺邦jw,0999,認購權證
075541,惺邦jx,0999,認購權證
075542,兆豐g5,0999,認購權證
075543,兆豐g6,0999,認購權證
075544,兆豐g7,0999,認購權證
075545,兆豐g8,0999,認購權證
075546,兆豐g9,0999,認購權證
075547,兆豐h1,0999,認購權證
075548,兆豐h2,0999,認購權證
075549,兆豐h3,0999,認購權證
075550,兆豐h4,0999,認購權證
075551,兆豐h5,0999,認購權證
075552,兆豐h6,0999,認購權證
075553,兆豐h7,0999,認購權證
075554,兆豐h8,0999,認購權證
075555,元大i7,0999,認購權證
075556,元大i8,0999,認購權證
075557,元大i9,0999,認購權證
075558,元大j1,0999,認購權證
075559,元大j2,0999,認購權證
075560,國泰78,0999,認購權證
075561,國泰79,0999,認購權證
075562,ld中則,0999,認購權證
075563,le中則,0999,認購權證
075564,lf中則,0999,認購權證
075565,lg中則,0999,認購權證
075566,日盛8p,0999,認購權證
075567,日盛8q,0999,認購權證
075568,凱基bg,0999,認購權證
075569,凱基bh,0999,認購權證
075570,凱基bj,0999,認購權證
075571,凱基bk,0999,認購權證
075572,凱基bl,0999,認購權證
075573,凱基bm,0999,認購權證
075574,凱基bn,0999,認購權證
075575,凱基bp,0999,認購權證
075576,凱基bq,0999,認購權證
075577,凱基br,0999,認購權證
075578,元惺bq,0999,認購權證
075579,元大j7,0999,認購權證
075580,元大j8,0999,認購權證
075581,元大j9,0999,認購權證
075582,元大k1,0999,認購權證
075583,元大k2,0999,認購權證
075584,my永豐,0999,認購權證
075585,mz永豐,0999,認購權證
075586,na永豐,0999,認購權證
075587,nb永豐,0999,認購權證
075588,nc永豐,0999,認購權證
075589,ne永豐,0999,認購權證
075590,褂銀72,0999,認購權證
075591,褂銀73,0999,認購權證
075592,a8群益,0999,認購權證
075593,a9群益,0999,認購權證
075594,b1群益,0999,認購權證
075595,b2群益,0999,認購權證
075596,b3群益,0999,認購權證
075597,b4群益,0999,認購權證
075598,b5群益,0999,認購權證
075599,b6群益,0999,認購權證
075600,b7群益,0999,認購權證
075601,b8群益,0999,認購權證
075602,兆豐j3,0999,認購權證
075603,兆豐j4,0999,認購權證
075604,兆豐j6,0999,認購權證
075605,兆豐j7,0999,認購權證
075606,兆豐j8,0999,認購權證
075607,兆豐j9,0999,認購權證
075608,兆豐k1,0999,認購權證
075609,兆豐k2,0999,認購權證
075610,兆豐k3,0999,認購權證
075611,87第一,0999,認購權證
075612,88第一,0999,認購權證
075613,89第一,0999,認購權證
075614,90第一,0999,認購權證
075615,統一ac,0999,認購權證
075616,統一ad,0999,認購權證
075617,統一ae,0999,認購權證
075618,統一af,0999,認購權證
075619,統一ag,0999,認購權證
075620,統一ah,0999,認購權證
075621,惺邦jy,0999,認購權證
075622,惺邦jz,0999,認購權證
075623,工銀m4,0999,認購權證
075624,工銀m5,0999,認購權證
075625,玉山1j,0999,認購權證
075626,玉山1k,0999,認購權證
075627,玉山1l,0999,認購權證
075628,玉山1m,0999,認購權證
075629,玉山1n,0999,認購權證
075630,lg亞沽,0999,認購權證
075631,lh亞沽,0999,認購權證
075632,lj亞沽,0999,認購權證
075633,lk亞沽,0999,認購權證
075634,ll亞沽,0999,認購權證
075635,lm亞沽,0999,認購權證
075636,ln亞沽,0999,認購權證
075637,lp亞沽,0999,認購權證
075638,lq亞沽,0999,認購權證
075639,凱基bt,0999,認購權證
075640,凱基bu,0999,認購權證
075641,凱基bv,0999,認購權證
075642,凱基bw,0999,認購權證
075643,元大k4,0999,認購權證
075644,nf永豐,0999,認購權證
075645,ng永豐,0999,認購權證
075646,nh永豐,0999,認購權證
075647,ni永豐,0999,認購權證
075648,nj永豐,0999,認購權證
075649,nk永豐,0999,認購權證
075650,c3群益,0999,認購權證
075651,c4群益,0999,認購權證
075652,c5群益,0999,認購權證
075653,c6群益,0999,認購權證
075654,c7群益,0999,認購權證
075655,c8群益,0999,認購權證
075656,c9群益,0999,認購權證
075657,日盛8r,0999,認購權證
075658,日盛8s,0999,認購權證
075659,日盛8t,0999,認購權證
075660,日盛8u,0999,認購權證
075661,統一aj,0999,認購權證
075662,統一ak,0999,認購權證
075663,惺邦kc,0999,認購權證
075664,惺邦kd,0999,認購權證
075665,惺邦ke,0999,認購權證
075666,國票g1,0999,認購權證
075667,元惺bu,0999,認購權證
075668,元惺bv,0999,認購權證
075669,元惺bw,0999,認購權證
075670,元惺bx,0999,認購權證
075671,lj中則,0999,認購權證
075672,康姓ck,0999,認購權證
075673,康姓cl,0999,認購權證
075674,元惺by,0999,認購權證
075675,元惺bz,0999,認購權證
075676,元惺ca,0999,認購權證
075677,元惺cb,0999,認購權證
075678,統一al,0999,認購權證
075679,惺邦kf,0999,認購權證
075680,惺邦kg,0999,認購權證
075681,惺邦kh,0999,認購權證
075682,工銀m9,0999,認購權證
075683,工銀n1,0999,認購權證
075684,工銀n2,0999,認購權證
075685,凱基bx,0999,認購權證
075686,凱基by,0999,認購權證
075687,凱基bz,0999,認購權證
075688,凱基ca,0999,認購權證
075689,凱基cb,0999,認購權證
075690,凱基cc,0999,認購權證
075691,凱基cd,0999,認購權證
075692,凱基ce,0999,認購權證
075693,凱基cf,0999,認購權證
075694,nn永豐,0999,認購權證
075695,np永豐,0999,認購權證
075696,nq永豐,0999,認購權證
075697,nr永豐,0999,認購權證
075698,ns永豐,0999,認購權證
075699,nt永豐,0999,認購權證
075700,nw永豐,0999,認購權證
075701,d3群益,0999,認購權證
075702,d4群益,0999,認購權證
075703,d5群益,0999,認購權證
075704,d6群益,0999,認購權證
075705,d7群益,0999,認購權證
075706,元大l1,0999,認購權證
075707,元大l2,0999,認購權證
075708,元大l3,0999,認購權證
075709,元大l4,0999,認購權證
075710,元大l5,0999,認購權證
075711,元大l6,0999,認購權證
075712,元大l7,0999,認購權證
075713,元大l8,0999,認購權證
075714,元大l9,0999,認購權證
075715,元大m1,0999,認購權證
075716,兆豐k4,0999,認購權證
075717,兆豐k5,0999,認購權證
075718,兆豐k6,0999,認購權證
075719,日盛8w,0999,認購權證
075720,日盛8x,0999,認購權證
075721,日盛8y,0999,認購權證
075722,lk中則,0999,認購權證
075723,工銀aa,0999,認購權證
075724,工銀n4,0999,認購權證
075725,工銀n5,0999,認購權證
075726,工銀n6,0999,認購權證
075727,工銀n7,0999,認購權證
075728,工銀n8,0999,認購權證
075729,工銀n9,0999,認購權證
075730,元大m4,0999,認購權證
075731,元大m5,0999,認購權證
075732,nx永豐,0999,認購權證
075733,nz永豐,0999,認購權證
075734,e1群益,0999,認購權證
075735,e7群益,0999,認購權證
075736,e8群益,0999,認購權證
075737,統一am,0999,認購權證
075738,惺邦kj,0999,認購權證
075739,惺邦kk,0999,認購權證
075740,惺邦kl,0999,認購權證
075741,惺邦km,0999,認購權證
075742,兆豐k7,0999,認購權證
075743,兆豐k8,0999,認購權證
075744,兆豐k9,0999,認購權證
075745,lm中則,0999,認購權證
075746,lr亞沽,0999,認購權證
075747,凱基cg,0999,認購權證
075748,凱基ch,0999,認購權證
075749,凱基cj,0999,認購權證
075750,永豐01,0999,認購權證
075751,永豐02,0999,認購權證
075752,永豐03,0999,認購權證
075753,永豐04,0999,認購權證
075754,f1群益,0999,認購權證
075755,f2群益,0999,認購權證
075756,f3群益,0999,認購權證
075757,f4群益,0999,認購權證
075758,工銀ab,0999,認購權證
075759,元大m7,0999,認購權證
075760,日盛8z,0999,認購權證
075761,永昌57,0999,認購權證
075762,永昌58,0999,認購權證
075763,永昌59,0999,認購權證
075764,永昌60,0999,認購權證
075765,永昌61,0999,認購權證
075766,凱基cl,0999,認購權證
075767,凱基cm,0999,認購權證
075768,lv亞沽,0999,認購權證
075769,lw亞沽,0999,認購權證
075770,lx亞沽,0999,認購權證
075771,ly亞沽,0999,認購權證
075772,lz亞沽,0999,認購權證
075773,ma亞沽,0999,認購權證
075774,國泰80,0999,認購權證
075775,元大n2,0999,認購權證
075776,元大n3,0999,認購權證
075777,元大n4,0999,認購權證
075778,元大n5,0999,認購權證
075779,元大n6,0999,認購權證
075780,永豐05,0999,認購權證
075781,永豐06,0999,認購權證
075782,永豐07,0999,認購權證
075783,永豐08,0999,認購權證
075784,永豐09,0999,認購權證
075785,永豐10,0999,認購權證
075786,永豐11,0999,認購權證
075787,永豐12,0999,認購權證
075788,褂銀74,0999,認購權證
075789,褂銀75,0999,認購權證
075790,f7群益,0999,認購權證
075791,f8群益,0999,認購權證
075792,f9群益,0999,認購權證
075793,g1群益,0999,認購權證
075794,g2群益,0999,認購權證
075795,g3群益,0999,認購權證
075796,g4群益,0999,認購權證
075797,g5群益,0999,認購權證
075798,日盛9b,0999,認購權證
075799,日盛9c,0999,認購權證
075800,兆豐l3,0999,認購權證
075801,兆豐l4,0999,認購權證
075802,兆豐l5,0999,認購權證
075803,兆豐l6,0999,認購權證
075804,康姓cp,0999,認購權證
075805,凱基cp,0999,認購權證
075806,凱基cq,0999,認購權證
075807,凱基cr,0999,認購權證
075808,凱基cs,0999,認購權證
075809,凱基ct,0999,認購權證
075810,凱基cu,0999,認購權證
075811,工銀ad,0999,認購權證
075812,mb亞沽,0999,認購權證
075813,玉山1p,0999,認購權證
075814,玉山1q,0999,認購權證
075815,日盛9d,0999,認購權證
075816,統一an,0999,認購權證
075817,統一ap,0999,認購權證
075818,惺邦kx,0999,認購權證
075819,惺邦ky,0999,認購權證
075820,元惺cd,0999,認購權證
075821,元惺ce,0999,認購權證
075822,元惺cf,0999,認購權證
075823,元惺cg,0999,認購權證
075824,元惺ch,0999,認購權證
075825,元惺cj,0999,認購權證
075826,元惺ck,0999,認購權證
075827,元惺cl,0999,認購權證
075828,國泰83,0999,認購權證
075829,元大x3,0999,認購權證
075830,元大x4,0999,認購權證
075831,元大x5,0999,認購權證
075832,元大x6,0999,認購權證
075833,元大x7,0999,認購權證
075834,元大x8,0999,認購權證
075835,元大x9,0999,認購權證
075836,元大y1,0999,認購權證
075837,元大y2,0999,認購權證
075838,元大y3,0999,認購權證
075839,永豐13,0999,認購權證
075840,永豐14,0999,認購權證
075841,永豐15,0999,認購權證
075842,永豐16,0999,認購權證
075843,永豐17,0999,認購權證
075844,g7群益,0999,認購權證
075845,g8群益,0999,認購權證
075846,g9群益,0999,認購權證
075847,h1群益,0999,認購權證
075848,h2群益,0999,認購權證
075849,兆豐l9,0999,認購權證
075850,兆豐m1,0999,認購權證
075851,兆豐m2,0999,認購權證
075852,兆豐m4,0999,認購權證
075853,兆豐m5,0999,認購權證
075854,兆豐m6,0999,認購權證
075855,兆豐m7,0999,認購權證
075856,兆豐m8,0999,認購權證
075857,兆豐m9,0999,認購權證
075858,兆豐n1,0999,認購權證
075859,兆豐n2,0999,認購權證
075860,兆豐n3,0999,認購權證
075861,兆豐n4,0999,認購權證
075862,兆豐n5,0999,認購權證
075863,兆豐n6,0999,認購權證
075864,兆豐n7,0999,認購權證
075865,兆豐n8,0999,認購權證
075866,兆豐n9,0999,認購權證
075867,1a兆豐,0999,認購權證
075868,1b兆豐,0999,認購權證
075869,1h兆豐,0999,認購權證
075870,lq中則,0999,認購權證
075871,lr中則,0999,認購權證
075872,ls中則,0999,認購權證
075873,lt中則,0999,認購權證
075874,元惺cn,0999,認購權證
075875,元惺cp,0999,認購權證
075876,工銀ae,0999,認購權證
075877,元大y6,0999,認購權證
075878,元大y7,0999,認購權證
075879,國泰84,0999,認購權證
075880,國泰85,0999,認購權證
075881,永豐19,0999,認購權證
075882,永豐20,0999,認購權證
075883,永豐21,0999,認購權證
075884,永豐22,0999,認購權證
075885,永豐24,0999,認購權證
075886,日盛9f,0999,認購權證
075887,1j兆豐,0999,認購權證
075888,惺邦lc,0999,認購權證
075889,惺邦ld,0999,認購權證
075890,惺邦le,0999,認購權證
075891,惺邦lf,0999,認購權證
075892,惺邦lg,0999,認購權證
075893,惺邦lh,0999,認購權證
075894,惺邦lj,0999,認購權證
075895,惺邦lk,0999,認購權證
075896,惺邦ll,0999,認購權證
075897,惺邦lm,0999,認購權證
075898,惺邦ln,0999,認購權證
075899,惺邦lp,0999,認購權證
075900,康姓cq,0999,認購權證
075901,康姓cr,0999,認購權證
075902,國票g4,0999,認購權證
075903,元惺cr,0999,認購權證
075904,元惺cs,0999,認購權證
075905,元惺ct,0999,認購權證
075906,凱基cz,0999,認購權證
075907,h4群益,0999,認購權證
075908,h5群益,0999,認購權證
075909,h6群益,0999,認購權證
075910,h7群益,0999,認購權證
075911,h8群益,0999,認購權證
075912,永豐25,0999,認購權證
075913,永豐26,0999,認購權證
075914,永豐27,0999,認購權證
075915,永豐30,0999,認購權證
075916,玉山1r,0999,認購權證
075917,玉山1s,0999,認購權證
075918,玉山1t,0999,認購權證
075919,91第一,0999,認購權證
075920,92第一,0999,認購權證
075921,93第一,0999,認購權證
075922,統一aq,0999,認購權證
075923,統一ar,0999,認購權證
075924,惺邦lt,0999,認購權證
075925,惺邦lu,0999,認購權證
075926,日盛9g,0999,認購權證
075927,元大z1,0999,認購權證
075928,元大z2,0999,認購權證
075929,元大z3,0999,認購權證
075930,元大z4,0999,認購權證
075931,元大z5,0999,認購權證
075932,國泰86,0999,認購權證
075933,國泰87,0999,認購權證
075934,lu中則,0999,認購權證
075935,lv中則,0999,認購權證
075936,永豐31,0999,認購權證
075937,永豐32,0999,認購權證
075938,永豐33,0999,認購權證
075939,永豐34,0999,認購權證
075940,永豐35,0999,認購權證
075941,永豐36,0999,認購權證
075942,永豐37,0999,認購權證
075943,永豐38,0999,認購權證
075944,永豐40,0999,認購權證
075945,元惺cu,0999,認購權證
075946,元惺cv,0999,認購權證
075947,元惺cw,0999,認購權證
075948,元惺cx,0999,認購權證
075949,元惺cy,0999,認購權證
075950,元惺cz,0999,認購權證
075951,元大z6,0999,認購權證
075952,元大z7,0999,認購權證
075953,元大z8,0999,認購權證
075954,國泰88,0999,認購權證
075955,大展p1,0999,認購權證
075956,大展p2,0999,認購權證
075957,mc亞沽,0999,認購權證
075958,凱基dd,0999,認購權證
075959,凱基de,0999,認購權證
075960,凱基df,0999,認購權證
075961,凱基dg,0999,認購權證
075962,凱基dh,0999,認購權證
075963,凱基dj,0999,認購權證
075964,凱基dk,0999,認購權證
075965,凱基dl,0999,認購權證
075966,凱基dm,0999,認購權證
075967,日盛9j,0999,認購權證
075968,日盛9k,0999,認購權證
075969,1n兆豐,0999,認購權證
075970,惺邦lv,0999,認購權證
075971,惺邦lw,0999,認購權證
075972,惺邦lx,0999,認購權證
075973,惺邦ly,0999,認購權證
075974,惺邦lz,0999,認購權證
075975,me亞沽,0999,認購權證
075976,mf亞沽,0999,認購權證
075977,mg亞沽,0999,認購權證
075978,mh亞沽,0999,認購權證
075979,mj亞沽,0999,認購權證
075980,mk亞沽,0999,認購權證
075981,ml亞沽,0999,認購權證
075982,mm亞沽,0999,認購權證
075983,mn亞沽,0999,認購權證
075984,mp亞沽,0999,認購權證
075985,ab元大,0999,認購權證
075986,ac元大,0999,認購權證
075987,ad元大,0999,認購權證
075988,ae元大,0999,認購權證
075989,af元大,0999,認購權證
075990,ag元大,0999,認購權證
075991,國泰89,0999,認購權證
075992,國泰90,0999,認購權證
075993,國泰91,0999,認購權證
075994,國泰92,0999,認購權證
075995,玉山1u,0999,認購權證
075996,康姓cs,0999,認購權證
075997,康姓ct,0999,認購權證
075998,康姓cu,0999,認購權證
075999,元惺da,0999,認購權證
076000,元惺db,0999,認購權證
076001,元惺dc,0999,認購權證
076002,元惺dd,0999,認購權證
076003,i5群益,0999,認購權證
076004,i6群益,0999,認購權證
076005,i7群益,0999,認購權證
076006,j2群益,0999,認購權證
076007,j3群益,0999,認購權證
076008,j4群益,0999,認購權證
076009,j5群益,0999,認購權證
076010,j6群益,0999,認購權證
076011,j8群益,0999,認購權證
076012,j9群益,0999,認購權證
076013,k2群益,0999,認購權證
076014,永豐41,0999,認購權證
076015,永豐42,0999,認購權證
076016,永豐43,0999,認購權證
076017,永豐44,0999,認購權證
076018,永豐45,0999,認購權證
076019,永豐46,0999,認購權證
076020,永豐47,0999,認購權證
076021,永豐48,0999,認購權證
076022,永豐49,0999,認購權證
076023,日盛9m,0999,認購權證
076024,日盛9n,0999,認購權證
076025,日盛9p,0999,認購權證
076026,日盛9q,0999,認購權證
076027,凱基dt,0999,認購權證
076028,凱基du,0999,認購權證
076029,凱基dv,0999,認購權證
076030,凱基dw,0999,認購權證
076031,凱基dx,0999,認購權證
076032,凱基dy,0999,認購權證
076033,凱基dz,0999,認購權證
076034,凱基ea,0999,認購權證
076035,凱基eb,0999,認購權證
076036,凱基ec,0999,認購權證
076037,凱基ed,0999,認購權證
076038,凱基ee,0999,認購權證
076039,凱基ef,0999,認購權證
076040,凱基eg,0999,認購權證
076041,凱基eh,0999,認購權證
076042,統一at,0999,認購權證
076043,統一au,0999,認購權證
076044,統一av,0999,認購權證
076045,惺邦ma,0999,認購權證
076046,惺邦mb,0999,認購權證
076047,惺邦mc,0999,認購權證
076048,惺邦md,0999,認購權證
076049,惺邦me,0999,認購權證
076050,玉山1v,0999,認購權證
076051,玉山1w,0999,認購權證
076052,玉山1x,0999,認購權證
076053,玉山1y,0999,認購權證
076054,元惺dg,0999,認購權證
076055,元惺dh,0999,認購權證
076056,元惺dj,0999,認購權證
076057,1q兆豐,0999,認購權證
076058,1r兆豐,0999,認購權證
076059,1s兆豐,0999,認購權證
076060,1t兆豐,0999,認購權證
076061,1u兆豐,0999,認購權證
076062,1v兆豐,0999,認購權證
076063,凱基er,0999,認購權證
076064,凱基es,0999,認購權證
076065,凱基et,0999,認購權證
076066,凱基eu,0999,認購權證
076067,凱基ev,0999,認購權證
076068,凱基ew,0999,認購權證
076069,凱基ex,0999,認購權證
076070,凱基ey,0999,認購權證
076071,凱基ez,0999,認購權證
076072,mq亞沽,0999,認購權證
076073,國泰93,0999,認購權證
076074,永豐52,0999,認購權證
076075,永豐53,0999,認購權證
076076,永豐54,0999,認購權證
076077,永豐55,0999,認購權證
076078,永豐56,0999,認購權證
076079,永豐57,0999,認購權證
076080,永豐58,0999,認購權證
076081,永豐59,0999,認購權證
076082,永豐60,0999,認購權證
076083,永豐61,0999,認購權證
076084,永豐65,0999,認購權證
076085,永豐66,0999,認購權證
076086,k8群益,0999,認購權證
076087,k9群益,0999,認購權證
076088,l1群益,0999,認購權證
076089,l2群益,0999,認購權證
076090,l3群益,0999,認購權證
076091,l4群益,0999,認購權證
076092,l5群益,0999,認購權證
076093,l6群益,0999,認購權證
076094,l7群益,0999,認購權證
076095,94第一,0999,認購權證
076096,95第一,0999,認購權證
076097,統一aw,0999,認購權證
076098,統一ax,0999,認購權證
076099,統一ay,0999,認購權證
076100,惺邦mh,0999,認購權證
076101,惺邦mj,0999,認購權證
076102,惺邦mk,0999,認購權證
076103,惺邦ml,0999,認購權證
076104,al元大,0999,認購權證
076105,am元大,0999,認購權證
076106,an元大,0999,認購權證
076107,ap元大,0999,認購權證
076108,aq元大,0999,認購權證
076109,ar元大,0999,認購權證
076110,as元大,0999,認購權證
076111,at元大,0999,認購權證
076112,au元大,0999,認購權證
076113,av元大,0999,認購權證
076114,aw元大,0999,認購權證
076115,ax元大,0999,認購權證
076116,ay元大,0999,認購權證
076117,az元大,0999,認購權證
076118,ba元大,0999,認購權證
076119,bb元大,0999,認購權證
076120,永昌62,0999,認購權證
076121,永昌63,0999,認購權證
076122,永昌64,0999,認購權證
076123,永昌65,0999,認購權證
076124,永昌66,0999,認購權證
076125,永昌67,0999,認購權證
076126,永昌68,0999,認購權證
076127,永昌69,0999,認購權證
076128,lx中則,0999,認購權證
076129,ly中則,0999,認購權證
076130,玉山1z,0999,認購權證
076131,玉山2a,0999,認購權證
076132,玉山2b,0999,認購權證
076133,mr亞沽,0999,認購權證
076134,凱基fe,0999,認購權證
076135,凱基ff,0999,認購權證
076136,bd元大,0999,認購權證
076137,be元大,0999,認購權證
076138,bf元大,0999,認購權證
076139,bg元大,0999,認購權證
076140,bh元大,0999,認購權證
076141,bi元大,0999,認購權證
076142,bj元大,0999,認購權證
076143,bk元大,0999,認購權證
076144,bl元大,0999,認購權證
076145,bm元大,0999,認購權證
076146,bn元大,0999,認購權證
076147,國泰96,0999,認購權證
076148,國泰97,0999,認購權證
076149,國泰98,0999,認購權證
076150,國票g5,0999,認購權證
076151,康姓cx,0999,認購權證
076152,康姓cy,0999,認購權證
076153,康姓cz,0999,認購權證
076154,康姓da,0999,認購權證
076155,元惺dn,0999,認購權證
076156,元惺dp,0999,認購權證
076157,元惺dq,0999,認購權證
076158,元惺dr,0999,認購權證
076159,日盛9s,0999,認購權證
076160,日盛9t,0999,認購權證
076161,日盛9u,0999,認購權證
076162,日盛9v,0999,認購權證
076163,日盛9w,0999,認購權證
076164,日盛9x,0999,認購權證
076165,日盛9y,0999,認購權證
076166,日盛9z,0999,認購權證
076167,永豐67,0999,認購權證
076168,永豐68,0999,認購權證
076169,永豐69,0999,認購權證
076170,永豐76,0999,認購權證
076171,永豐77,0999,認購權證
076172,m1群益,0999,認購權證
076173,m2群益,0999,認購權證
076174,m3群益,0999,認購權證
076175,m4群益,0999,認購權證
076176,m5群益,0999,認購權證
076177,m6群益,0999,認購權證
076178,m8群益,0999,認購權證
076179,n1群益,0999,認購權證
076180,統一az,0999,認購權證
076181,惺邦mm,0999,認購權證
076182,惺邦mn,0999,認購權證
076183,惺邦mp,0999,認購權證
076184,惺邦mq,0999,認購權證
076185,玉山2c,0999,認購權證
076186,1x兆豐,0999,認購權證
076187,bp元大,0999,認購權證
076188,bq元大,0999,認購權證
076189,br元大,0999,認購權證
076190,bs元大,0999,認購權證
076191,凱基fk,0999,認購權證
076192,惺邦mu,0999,認購權證
076193,惺邦mv,0999,認購權證
076194,元惺du,0999,認購權證
076195,元惺dv,0999,認購權證
076196,日盛a1,0999,認購權證
076197,凱基fl,0999,認購權證
076198,凱基fm,0999,認購權證
076199,凱基fn,0999,認購權證
076200,日盛a2,0999,認購權證
076201,永豐79,0999,認購權證
076202,永豐80,0999,認購權證
076203,永豐81,0999,認購權證
076204,永豐82,0999,認購權證
076205,永豐83,0999,認購權證
076206,永豐84,0999,認購權證
076207,永豐85,0999,認購權證
076208,永豐86,0999,認購權證
076209,永豐87,0999,認購權證
076210,永豐88,0999,認購權證
076211,n3群益,0999,認購權證
076212,n4群益,0999,認購權證
076213,n5群益,0999,認購權證
076214,n6群益,0999,認購權證
076215,康姓db,0999,認購權證
076216,康姓dc,0999,認購權證
076217,元惺ec,0999,認購權證
076218,元惺ed,0999,認購權證
076219,元惺ee,0999,認購權證
076220,bv元大,0999,認購權證
076221,bw元大,0999,認購權證
076222,bx元大,0999,認購權證
076223,by元大,0999,認購權證
076224,國泰1a,0999,認購權證
076225,國泰1b,0999,認購權證
076226,惺邦nb,0999,認購權證
076227,惺邦nc,0999,認購權證
076228,永豐89,0999,認購權證
076229,永豐90,0999,認購權證
076230,永豐91,0999,認購權證
076231,永豐92,0999,認購權證
076232,永豐93,0999,認購權證
076233,永豐94,0999,認購權證
